tech,type,n,chunksize,unique_vals,ncolumns,time,gctime,memory,allocs,workers,threads
dask,groupby_single_col,500000000,25000000,1000,4,7.95598823e10,0,0,0,1,16
dask,grouped_reduce_mean_singlecol,500000000,25000000,1000,4,7.579946800000016e9,0,0,0,1,16
dask,grouped_reduce_mean_allcols,500000000,25000000,1000,4,1.6418334200000004e10,0,0,0,1,16
dask,innerjoin_r_unique,500000000,25000000,1000,4,2.54867799e10,0,0,0,1,16
dask,groupby_single_col,500000000,25000000,10000,4,1.3310339140000002e11,0,0,0,1,16
dask,grouped_reduce_mean_singlecol,500000000,25000000,10000,4,9.413375829999995e10,0,0,0,1,16
dask,grouped_reduce_mean_allcols,500000000,25000000,10000,4,1.1699476379999988e11,0,0,0,1,16
dask,innerjoin_r_unique,500000000,25000000,10000,4,2.42819997e10,0,0,0,1,16
dask,scenario_table_load,10000000,10000000,1000,4,1.3333005e9,0,0,0,1,16
dask,scenario_full_table_statistics,10000000,10000000,1000,4,4.9484489999999946e8,0,0,0,1,16
dask,scenario_count_unique_a1,10000000,10000000,1000,4,3.698820000000058e7,0,0,0,1,16
dask,scenario_rowwise_sum_and_mean_reduce,10000000,10000000,1000,4,3.3344648399999996e10,0,0,0,1,16
dask,scenario_grouped_a1_statistics,10000000,10000000,1000,4,1.8203379999999995e9,0,0,0,1,16
dask,scenario_table_load,10000000,25000000,1000,4,2.3166122e9,0,0,0,1,16
dask,scenario_full_table_statistics,10000000,25000000,1000,4,1.0067689e9,0,0,0,1,16
dask,scenario_count_unique_a1,10000000,25000000,1000,4,7.232240000000001e7,0,0,0,1,16
dask,scenario_rowwise_sum_and_mean_reduce,10000000,25000000,1000,4,8.4540979e10,0,0,0,1,16
dask,scenario_grouped_a1_statistics,10000000,25000000,1000,4,4.1719281000000024e9,0,0,0,1,16
dask,scenario_table_load,10000000,10000000,10000,4,1.2515066e9,0,0,0,1,16
dask,scenario_full_table_statistics,10000000,10000000,10000,4,4.664283999999999e8,0,0,0,1,16
dask,scenario_count_unique_a1,10000000,10000000,10000,4,3.889869999999984e7,0,0,0,1,16
dask,scenario_rowwise_sum_and_mean_reduce,10000000,10000000,10000,4,3.3631499399999996e10,0,0,0,1,16
dask,scenario_grouped_a1_statistics,10000000,10000000,10000,4,2.157753299999996e9,0,0,0,1,16
dask,scenario_table_load,10000000,25000000,10000,4,2.4670922e9,0,0,0,1,16
dask,scenario_full_table_statistics,10000000,25000000,10000,4,1.0081485999999993e9,0,0,0,1,16
dask,scenario_count_unique_a1,10000000,25000000,10000,4,7.811060000000048e7,0,0,0,1,16
dask,scenario_rowwise_sum_and_mean_reduce,10000000,25000000,10000,4,8.2767937e10,0,0,0,1,16
dask,scenario_grouped_a1_statistics,10000000,25000000,10000,4,5.0961365e9,0,0,0,1,16
dask,scenario_table_load,100000000,10000000,1000,4,9.4585448e9,0,0,0,1,16
dask,scenario_full_table_statistics,100000000,10000000,1000,4,2.051442399999999e9,0,0,0,1,16
dask,scenario_count_unique_a1,100000000,10000000,1000,4,3.166893000000002e8,0,0,0,1,16
dask,scenario_rowwise_sum_and_mean_reduce,100000000,10000000,1000,4,3.413181424e11,0,0,0,1,16
dask,scenario_grouped_a1_statistics,100000000,10000000,1000,4,8.35780120000004e9,0,0,0,1,16
dask,scenario_table_load,100000000,25000000,1000,4,9.5202275e9,0,0,0,1,16
dask,scenario_full_table_statistics,100000000,25000000,1000,4,2.1960153999999967e9,0,0,0,1,16
dask,scenario_count_unique_a1,100000000,25000000,1000,4,2.7265489999999917e8,0,0,0,1,16
dask,scenario_rowwise_sum_and_mean_reduce,100000000,25000000,1000,4,3.3870176050000006e11,0,0,0,1,16
dask,scenario_grouped_a1_statistics,100000000,25000000,1000,4,9.31475869999997e9,0,0,0,1,16
dask,scenario_table_load,100000000,10000000,10000,4,1.01541094e10,0,0,0,1,16
dask,scenario_full_table_statistics,100000000,10000000,10000,4,2.1612431999999976e9,0,0,0,1,16
dask,scenario_count_unique_a1,100000000,10000000,10000,4,3.347800999999997e8,0,0,0,1,16
dask,scenario_rowwise_sum_and_mean_reduce,100000000,10000000,10000,4,3.392855944e11,0,0,0,1,16
dask,scenario_grouped_a1_statistics,100000000,10000000,10000,4,9.262998200000027e9,0,0,0,1,16
dask,scenario_table_load,100000000,25000000,10000,4,1.00605856e10,0,0,0,1,16
dask,scenario_full_table_statistics,100000000,25000000,10000,4,2.1523523000000005e9,0,0,0,1,16
dask,scenario_count_unique_a1,100000000,25000000,10000,4,3.3007269999999875e8,0,0,0,1,16
dask,scenario_rowwise_sum_and_mean_reduce,100000000,25000000,10000,4,3.351632614e11,0,0,0,1,16
dask,scenario_grouped_a1_statistics,100000000,25000000,10000,4,1.02413004e10,0,0,0,1,16
dask,scenario_table_load,500000000,10000000,1000,4,4.8562963e10,0,0,0,1,16
dask,scenario_full_table_statistics,500000000,10000000,1000,4,1.2230520799999994e10,0,0,0,1,16
dask,scenario_count_unique_a1,500000000,10000000,1000,4,1.4327409999999928e9,0,0,0,1,16
dask,scenario_rowwise_sum_and_mean_reduce,500000000,10000000,1000,4,1.7132908914e12,0,0,0,1,16
dask,scenario_grouped_a1_statistics,500000000,10000000,1000,4,8.257863010000006e10,0,0,0,1,16
dask,scenario_table_load,500000000,25000000,1000,4,5.18013318e10,0,0,0,1,16
dask,scenario_full_table_statistics,500000000,25000000,1000,4,2.4766380999999996e10,0,0,0,1,16
dask,scenario_count_unique_a1,500000000,25000000,1000,4,1.4138015999999993e9,0,0,0,1,16
dask,scenario_rowwise_sum_and_mean_reduce,500000000,25000000,1000,4,1.8056071476999998e12,0,0,0,1,16
dask,scenario_grouped_a1_statistics,500000000,25000000,1000,4,9.357260790000009e10,0,0,0,1,16
dask,scenario_table_load,500000000,10000000,10000,4,5.35165962e10,0,0,0,1,16
dask,scenario_full_table_statistics,500000000,10000000,10000,4,1.0810538900000011e10,0,0,0,1,16
dask,scenario_count_unique_a1,500000000,10000000,10000,4,1.5599406999999986e9,0,0,0,1,16
dask,scenario_rowwise_sum_and_mean_reduce,500000000,10000000,10000,4,1.7097991229e12,0,0,0,1,16
dask,scenario_grouped_a1_statistics,500000000,10000000,10000,4,7.866823759999988e10,0,0,0,1,16
dask,scenario_table_load,500000000,25000000,10000,4,6.381659949999999e10,0,0,0,1,16
dask,scenario_full_table_statistics,500000000,25000000,10000,4,3.723991239999999e10,0,0,0,1,16
dask,scenario_count_unique_a1,500000000,25000000,10000,4,1.550946400000015e9,0,0,0,1,16
dask,scenario_rowwise_sum_and_mean_reduce,500000000,25000000,10000,4,1.8109147679e12,0,0,0,1,16
dask,scenario_grouped_a1_statistics,500000000,25000000,10000,4,9.537573420000012e10,0,0,0,1,16
dask,increment_map,1000000000,10000000,1000,4,3.31196287e10,0,0,0,1,8
dask,filter_half,1000000000,10000000,1000,4,5.20081595e10,0,0,0,1,8
dask,reduce_var_all,1000000000,10000000,1000,4,3.327364259999999e10,0,0,0,1,8
dask,reduce_var_single,1000000000,10000000,1000,4,2.3105064299999996e10,0,0,0,1,8
dask,groupby_single_col,1000000000,10000000,1000,4,1.835201331e11,0,0,0,1,8
dask,grouped_reduce_mean_singlecol,1000000000,10000000,1000,4,5.213944330000004e10,0,0,0,1,8
dask,grouped_reduce_mean_allcols,1000000000,10000000,1000,4,7.62884206e10,0,0,0,1,8
dask,innerjoin_r_unique,1000000000,10000000,1000,4,2.340033082e11,0,0,0,1,8
dask,increment_map,1000000000,10000000,1000,4,3.64643445e10,0,0,0,1,16
dask,filter_half,1000000000,10000000,1000,4,5.08015145e10,0,0,0,1,16
dask,reduce_var_all,1000000000,10000000,1000,4,3.741095080000001e10,0,0,0,1,16
dask,reduce_var_single,1000000000,10000000,1000,4,2.3535476799999996e10,0,0,0,1,16
dask,increment_map,1000000000,10000000,1000,4,3.73857516e10,0,0,0,1,8
dask,filter_half,1000000000,10000000,1000,4,6.428525350000001e10,0,0,0,1,8
dask,reduce_var_all,1000000000,10000000,1000,4,4.4582633500000015e10,0,0,0,1,8
dask,reduce_var_single,1000000000,10000000,1000,4,2.5205747900000008e10,0,0,0,1,8
dask,increment_map,1000000000,10000000,1000,4,3.81695012e10,0,0,0,1,8
dask,filter_half,1000000000,10000000,1000,4,5.18926036e10,0,0,0,1,8
dask,reduce_var_all,1000000000,10000000,1000,4,3.82323506e10,0,0,0,1,8
dask,reduce_var_single,1000000000,10000000,1000,4,2.4005239699999977e10,0,0,0,1,8
dask,groupby_single_col,1000000000,10000000,1000,4,2.017052432e11,0,0,0,1,8
dask,grouped_reduce_mean_singlecol,1000000000,10000000,1000,4,5.292683040000003e10,0,0,0,1,8
dask,grouped_reduce_mean_allcols,1000000000,10000000,1000,4,7.397549089999995e10,0,0,0,1,8
dask,innerjoin_r_unique,1000000000,10000000,1000,4,2.6139759550000003e11,0,0,0,1,8
dask,increment_map,1000000000,10000000,1000,4,3.26754531e10,0,0,0,1,8
dask,filter_half,1000000000,10000000,1000,4,4.681678240000001e10,0,0,0,1,8
dask,reduce_var_all,1000000000,10000000,1000,4,3.45115813e10,0,0,0,1,8
dask,reduce_var_single,1000000000,10000000,1000,4,2.5400210200000004e10,0,0,0,1,8
